year,title_cn,fund_project,fund_project_clean,topic_en,topic_ru,domain_en,domain_ru,field_en,field_ru,subfield_en,subfield_ru
2016,变化环境中的城市健康与福祉——系统的分析视角,全球跨学科研究计划——变化的城市环境下的健康与福祉:系统的分析方法,全球跨学科研究计划,Urbanization,Китае,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
2016,知识产权商用与创新驱动发展,2016年中科院知识产权研究与培训专项,2016年中科院知识产权研究与培训专项,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2016,知识产权商用与创新驱动发展,2016年中科院知识产权研究与培训专项,2016年中科院知识产权研究与培训专项,Intellectual Property Protection and Management,Защита и управление интеллектуальной собственностью,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Law,Право
2016,气候变暖及其对二氧化碳浓度敏感性的新认识——中国科学院战略性先导科技专项“应对气候变化的碳收支认证及相关问题”之气候敏感性任务群研究进展,中科院战略性先导科技专项气候敏感性任务群(XDA05080000、XDA05090000、XDA05100000、XDA05110000),中科院战略性先导科技专项气候敏感性任务群,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,专利行政职能制度改革思路研究——以加快知识产权强国建设为发展背景,国家软科学研究项目“有利于科技成果转化的无形资产管理制度研究”（2014GXS6B242）,国家软科学研究项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2016,专利行政职能制度改革思路研究——以加快知识产权强国建设为发展背景,国家软科学研究项目“有利于科技成果转化的无形资产管理制度研究”（2014GXS6B242）,国家软科学研究项目,Intellectual Property Protection and Management,Защита и управление интеллектуальной собственностью,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Law,Право
2016,微重力科学实验卫星——“实践十号”,中科院空间科学战略性先导科技专项(XDA04020400、XDA04020202),中科院空间科学战略性先导科技专项,Lunar and Deep Space Exploration,Исследования Луны и дальнего космоса,Applied Sciences,Прикладные науки,Engineering,Технические науки,Aerospace & Aeronautics,Аэрокосмические науки и аэронавтика
2016,一流智库战略研究成果的质量管理机制,中科院政策调研课题（ZYS-2016-07）,中科院政策调研课题,S&T Talent Cultivation,Воспитание научно-технических талантов,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Education,Образование
2016,一流智库战略研究成果的质量管理机制,中科院政策调研课题（ZYS-2016-07）,中科院政策调研课题,Science Popularization and Think Tank Construction,Популяризация науки и создание аналитических центров,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2016,一流智库战略研究成果的质量管理机制,中科院政策调研课题（ZYS-2016-07）,中科院政策调研课题,Peer Review and Funding Allocation for Basic Research,Экспертная оценка и распределение финансирования для фундаментальных исследований,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2016,北京市大气污染治理现状及面临的机遇与挑战,北京市科技计划“京津冀地面臭氧污染来源与控制策略研究”，中科院战略性先导科技专项（B类）（XDB05020000）,北京市科技计划,Environment Pollution,Загрязнение окружающей среды,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,北京市大气污染治理现状及面临的机遇与挑战,北京市科技计划“京津冀地面臭氧污染来源与控制策略研究”，中科院战略性先导科技专项（B类）（XDB05020000）,北京市科技计划,Atmospheric Monitoring Systems,Системы мониторинга атмосферы,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Meteorology & Atmospheric Sciences,Метереология и науки об атмосфере
2016,北京市大气污染治理现状及面临的机遇与挑战,北京市科技计划“京津冀地面臭氧污染来源与控制策略研究”，中科院战略性先导科技专项（B类）（XDB05020000）, 中科院战略性先导科技专项,Environment Pollution,Загрязнение окружающей среды,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,北京市大气污染治理现状及面临的机遇与挑战,北京市科技计划“京津冀地面臭氧污染来源与控制策略研究”，中科院战略性先导科技专项（B类）（XDB05020000）, 中科院战略性先导科技专项,Atmospheric Monitoring Systems,Системы мониторинга атмосферы,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Meteorology & Atmospheric Sciences,Метереология и науки об атмосфере
2016,国际油气价格动态关系对中国天然气定价机制改革的启示,国家自然科学基金（71133005、91546109、71203210）,国家自然科学基金,Clean and Efficient Utilization of Coal and Natural Gas,Чистое и эффективное использование угля и природного газа,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2016,国际油气价格动态关系对中国天然气定价机制改革的启示,国家自然科学基金（71133005、91546109、71203210）,国家自然科学基金,Oil and Gas Exploration and Development,Разведка и разработка нефти и газа,Applied Sciences,Прикладные науки,Engineering,Технические науки,Mining & Metallurgy,Горное дело и металлургия
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）,国家重大研究计划项目,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）,国家重大研究计划项目,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）, 国家社会科学基金,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）, 国家社会科学基金,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）, 中科院战略性先导科技专项,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）, 中科院战略性先导科技专项,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）, 中科院科技政策与管理科学所重大研究计划,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,国际气候融资中的责任分担原则研究,国家重大研究计划（“973”）项目（2012CB955800），国家社会科学基金（14CGJ025），中科院战略性先导科技专项（XDA05150900），中科院科技政策与管理科学所重大研究计划（Y201161Z01）, 中科院科技政策与管理科学所重大研究计划,Carbon Neutrality Goals,Достижение углеродной нейтральности,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,2016年夏季-2017年春季全国气候趋势展望,国家科技支撑课题（2015BAC03B03），气象行业专项项目（GYHY201406020）,国家科技支撑课题,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,2016年夏季-2017年春季全国气候趋势展望,国家科技支撑课题（2015BAC03B03），气象行业专项项目（GYHY201406020）,国家科技支撑课题,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,2016年夏季-2017年春季全国气候趋势展望,国家科技支撑课题（2015BAC03B03），气象行业专项项目（GYHY201406020）, 气象行业专项项目,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,2016年夏季-2017年春季全国气候趋势展望,国家科技支撑课题（2015BAC03B03），气象行业专项项目（GYHY201406020）, 气象行业专项项目,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,发展下一代高能量密度动力锂电池——变革性纳米产业制造技术聚焦长续航动力锂电池项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池（XDA09010000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池,Space Science Development Strategy,Стратегия развития космических наук,Natural Sciences,Естественные науки,Physics & Astronomy,Физика и астрономия,Astronomy & Astrophysics,Астрономия и астрофизика
2016,发展下一代高能量密度动力锂电池——变革性纳米产业制造技术聚焦长续航动力锂电池项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池（XDA09010000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池,Nanomaterials and Advanced Functional Materials,Наноматериалы и передовые функциональные материалы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Nanoscience & Nanotechnology,Нанонауки и нанотехнологии
2016,发展下一代高能量密度动力锂电池——变革性纳米产业制造技术聚焦长续航动力锂电池项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池（XDA09010000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池,Chinese Strategic Industries and Economic Development,Стратегические отрасли и экономическое развитие Китая,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,发展下一代高能量密度动力锂电池——变革性纳米产业制造技术聚焦长续航动力锂电池项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池（XDA09010000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项长续航动力锂电池,Nanotechnology Ethics and Governance,Этика и управление нанотехнологиями,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Nanoscience & Nanotechnology,Нанонауки и нанотехнологии
2016,汇率波动对我国对外贸易的影响分析,中科院预测科学研究中心资助研究项目,中科院预测科学研究中心资助研究项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,革新型核能系统安全研究的回顾与探讨,"中科院战略性先导科技专项(XDA03010100、XDA03040000),国家磁约束核聚变能发展研究专项(ITER""973""、2014GB112000),国家自然科学基金重大研究计划(91026004)",中科院战略性先导科技专项,Advanced Nuclear Energy Technology,Передовые ядерные энергетические технологии,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2016,革新型核能系统安全研究的回顾与探讨,"中科院战略性先导科技专项(XDA03010100、XDA03040000),国家磁约束核聚变能发展研究专项(ITER""973""、2014GB112000),国家自然科学基金重大研究计划(91026004)", 国家磁约束核聚变能发展研究专项,Advanced Nuclear Energy Technology,Передовые ядерные энергетические технологии,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2016,革新型核能系统安全研究的回顾与探讨,"中科院战略性先导科技专项(XDA03010100、XDA03040000),国家磁约束核聚变能发展研究专项(ITER""973""、2014GB112000),国家自然科学基金重大研究计划(91026004)", 国家自然科学基金重大研究计划,Advanced Nuclear Energy Technology,Передовые ядерные энергетические технологии,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Energy,Энергетика
2016,新常态下的中国经济转型——在阵痛中稳步前行,"国家社科基金重大项目(15ZDA011),国家自然科学基金重点项目(71431008)",国家社科基金重大项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,新常态下的中国经济转型——在阵痛中稳步前行,"国家社科基金重大项目(15ZDA011),国家自然科学基金重点项目(71431008)", 国家自然科学基金重点项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,山中伸弥的“论文-专利”二元行为模式分析,国家社会科学基金（13CGL019）,国家社会科学基金,Intellectual Property Protection and Management,Защита и управление интеллектуальной собственностью,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Law,Право
2016,中国高技术产业如何赶超美国,中宣部全国哲学社科规划办高端智库建设项目（20155010298）,中宣部全国哲学社科规划办高端智库建设项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
2016,中国高技术产业如何赶超美国,中宣部全国哲学社科规划办高端智库建设项目（20155010298）,中宣部全国哲学社科规划办高端智库建设项目,Digital Technology and Big Data-Driven Scientific Research and Social Development,Научные исследования и социальное развитие на основе цифровых технологий и больших данных,Applied Sciences,Прикладные науки,Information & Communication Technologies,Информационные и коммуникационные технологии,Information Systems,Информационные системы
2016,中国高技术产业如何赶超美国,中宣部全国哲学社科规划办高端智库建设项目（20155010298）,中宣部全国哲学社科规划办高端智库建设项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,新形势下如何充分发挥政务信息工作在国家科技智库建设中的作用,中科院科学传播局研究项目,中科院科学传播局研究项目,S&T Talent Cultivation,Воспитание научно-технических талантов,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Education,Образование
2016,新形势下如何充分发挥政务信息工作在国家科技智库建设中的作用,中科院科学传播局研究项目,中科院科学传播局研究项目,Science Popularization and Think Tank Construction,Популяризация науки и создание аналитических центров,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
2016,纳米科技引领绿色印刷新时代——变革性纳米产业制造技术聚焦纳米绿色印刷与器件制造技术项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项纳米绿色印刷与器件制造技术项目（XDA09020000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项纳米绿色印刷与器件制造技术项目,Nanomaterials and Advanced Functional Materials,Наноматериалы и передовые функциональные материалы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Nanoscience & Nanotechnology,Нанонауки и нанотехнологии
2016,纳米科技引领绿色印刷新时代——变革性纳米产业制造技术聚焦纳米绿色印刷与器件制造技术项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项纳米绿色印刷与器件制造技术项目（XDA09020000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项纳米绿色印刷与器件制造技术项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
2016,纳米科技引领绿色印刷新时代——变革性纳米产业制造技术聚焦纳米绿色印刷与器件制造技术项目研究进展,中科院变革性纳米产业制造技术聚焦战略性先导科技专项纳米绿色印刷与器件制造技术项目（XDA09020000）,中科院变革性纳米产业制造技术聚焦战略性先导科技专项纳米绿色印刷与器件制造技术项目,Nanotechnology Ethics and Governance,Этика и управление нанотехнологиями,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Nanoscience & Nanotechnology,Нанонауки и нанотехнологии
2016,气候变化下的中国区域间人口迁移及其影响,国家“973”重大科学研究计划项目（2012CB955800），国家自然科学基金项目（41271551、71201157）,国家“973”重大科学研究计划项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,气候变化下的中国区域间人口迁移及其影响,国家“973”重大科学研究计划项目（2012CB955800），国家自然科学基金项目（41271551、71201157）, 国家自然科学基金项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,中国持续健康发展的基本历史经验及启示,中宣部全国哲学社科规划办高端智库项目（20155010298）,中宣部全国哲学社科规划办高端智库项目,Economic Forecast and Analysis,Экономические прогнозы и анализ,Economic & Social Sciences,Гуманитарные науки,Economics & Business,Экономика и бизнес,Economics,Экономика
2016,中国持续健康发展的基本历史经验及启示,中宣部全国哲学社科规划办高端智库项目（20155010298）,中宣部全国哲学社科规划办高端智库项目,Sustainable Development in China,Устойчивое развитие в Китае,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2016,生态文明的社会横向和历史纵向地位分析,广东省委宣传部打造“理论粤军”重点项目,广东省委宣传部打造“理论粤军”重点项目,Ecological Civilization Construction,Строительство экологической цивилизации,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,中国陆地生态系统固碳效应——中国科学院战略性先导科技专项“应对气候变化的碳收支认证及相关问题”之生态系统固碳任务群研究进展,中科院战略性先导科技专项(XDA05050000、XDA05060000、XDA05070000),中科院战略性先导科技专项,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,土壤微生物学研究现状与展望,"国家自然科学基金重点项目(41130527), 国家自然科学基金专项基金(L1322005)",国家自然科学基金重点项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,土壤微生物学研究现状与展望,"国家自然科学基金重点项目(41130527), 国家自然科学基金专项基金(L1322005)",国家自然科学基金重点项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2015,土壤微生物学研究现状与展望,"国家自然科学基金重点项目(41130527), 国家自然科学基金专项基金(L1322005)",国家自然科学基金重点项目,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2015,土壤微生物学研究现状与展望,"国家自然科学基金重点项目(41130527), 国家自然科学基金专项基金(L1322005)", 国家自然科学基金专项基金,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,土壤微生物学研究现状与展望,"国家自然科学基金重点项目(41130527), 国家自然科学基金专项基金(L1322005)", 国家自然科学基金专项基金,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
2015,土壤微生物学研究现状与展望,"国家自然科学基金重点项目(41130527), 国家自然科学基金专项基金(L1322005)", 国家自然科学基金专项基金,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
2015,中国土壤环境与污染修复发展现状与展望,"环保公益性行业科研专项(201109018, 201409044)",环保公益性行业科研专项,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,中国土壤环境与污染修复发展现状与展望,"环保公益性行业科研专项(201109018, 201409044)",环保公益性行业科研专项,Environment Pollution,Загрязнение окружающей среды,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,土壤物理学发展现状与展望,农业部农业科研杰出人才及创新团队(2012),农业部农业科研杰出人才及创新团队,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国盐碱地的治理与农业高效利用,"公益性行业(农业)科研专项经费项目(200903001), 国家科技支撑计划课题(2012BAD42B02), 国家自然科学基金项目(41171181)",公益性行业科研专项经费项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国盐碱地的治理与农业高效利用,"公益性行业(农业)科研专项经费项目(200903001), 国家科技支撑计划课题(2012BAD42B02), 国家自然科学基金项目(41171181)",公益性行业科研专项经费项目,Agricultural Reforms,Сельскохозяйственные реформы,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2015,我国盐碱地的治理与农业高效利用,"公益性行业(农业)科研专项经费项目(200903001), 国家科技支撑计划课题(2012BAD42B02), 国家自然科学基金项目(41171181)", 国家科技支撑计划课题,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国盐碱地的治理与农业高效利用,"公益性行业(农业)科研专项经费项目(200903001), 国家科技支撑计划课题(2012BAD42B02), 国家自然科学基金项目(41171181)", 国家科技支撑计划课题,Agricultural Reforms,Сельскохозяйственные реформы,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2015,我国盐碱地的治理与农业高效利用,"公益性行业(农业)科研专项经费项目(200903001), 国家科技支撑计划课题(2012BAD42B02), 国家自然科学基金项目(41171181)", 国家自然科学基金项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国盐碱地的治理与农业高效利用,"公益性行业(农业)科研专项经费项目(200903001), 国家科技支撑计划课题(2012BAD42B02), 国家自然科学基金项目(41171181)", 国家自然科学基金项目,Agricultural Reforms,Сельскохозяйственные реформы,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
2015,论我国土壤保护宏观战略,国家自然科学基金重点项目(41130532),国家自然科学基金重点项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,论我国土壤保护宏观战略,国家自然科学基金重点项目(41130532),国家自然科学基金重点项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,中国土壤化学发展现状与展望,国家自然科学基金重点项目(41130532),国家自然科学基金重点项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,中国土壤化学发展现状与展望,国家自然科学基金重点项目(41130532),国家自然科学基金重点项目,Chemical Sciences and Technology,Химические науки и технологии,Applied Sciences,Прикладные науки,Engineering,Технические науки,Chemical Engineering,Химическая технология
2015,我国设施蔬菜产地土壤环境质量问题及管理对策,"环保公益性行业科研专项(201109018, 201409044), 国家自然科学基金项目(41473073)",环保公益性行业科研专项,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国设施蔬菜产地土壤环境质量问题及管理对策,"环保公益性行业科研专项(201109018, 201409044), 国家自然科学基金项目(41473073)",环保公益性行业科研专项,Environment Pollution,Загрязнение окружающей среды,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国设施蔬菜产地土壤环境质量问题及管理对策,"环保公益性行业科研专项(201109018, 201409044), 国家自然科学基金项目(41473073)", 国家自然科学基金项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
2015,我国设施蔬菜产地土壤环境质量问题及管理对策,"环保公益性行业科研专项(201109018, 201409044), 国家自然科学基金项目(41473073)", 国家自然科学基金项目,Environment Pollution,Загрязнение окружающей среды,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
